ID,Brand,VehicleModel,ManufacturingYear,Type,rating,color,Duty,fuel,CylinderCount,type of gear,capacity,Odometer,#airbags,price
12314,Chevrolet,MALIBU,2016,sedan,4.0,Jet Black,891.0,Gas,4.0,auto,2,138865  kilo,4,19676
12417,Volkswagen,JETTA,2013,Sedan,5.0,Charcoal,585.0,Gas,4.0,others,1.8 Turbo,134400  kilo,10,11917
12452,Honda,I own FIT.,2014,hatchback,6.0,Pearl White,247.0,Electric Hybrid,4.0,gear,1.3,102082 km,4,13702
12482,Hyundai,Accent,2017,SEDAN,4.0,Sapphire Blue,831.0,Gas,4.0,auto,1.6,88771  kilometer,1012,1254
12483,Hyundai,SONATA,2015,SEDAN,6.0,Metallic,441.0,Electric Hybrid,4.0,auto,0,135730  kilo,0,470
12510,Hyundai,I have the fastest model ever.. yes you got it right it's Tucson,2012,jeep,4.0,Charcoal,642.0,Dies,4.0,auto,2,166122  kilo,4,20237
12525,Chevrolet,Volt,2017,hatchback,5.0,Charcoal,382.0,Electric Hybrid,14.0,auto,1.5,125358 km,0,188
12552,Hyundai,I own Tucson.,2011,jeep,0.0,Metallic,707.0,Dies,4.0,auto,2,106360 km,4,20237
12615,Lexus,I have the fastest model ever.. yes you got it right it's GX 460,2015,WOOW Jeep,3.0,Jet Black,1646.0,Gas,8.0,R,4.6,188078 km,0,5018
12641,Ford,C-MAX SEL,2013,HATCHBACK,2.0,Pearl White,640.0,Electric Hybrid,4.0,R,2,96289 km,92,16151
12651,Chevrolet,MALIBU,2016,WOOW Sedan,5.0,Metallic,690.0,Gas,4.0,gear,1.5,86000 km,8,13172
12674,Hyundai,I own Elantra.,2010,SEDAN,4.0,Charcoal,10687.0,Gas,4.0,auto,1.6,87640 km,4,14834
12703,Toyota,Camry,2014,SEDAN,6.0,Pearl White,10394.0,Electric Hybrid,4.0,auto,2.5,130478 KM,12,862
12756,Chevrolet,my model which is Volt is the best,2011,SEDAN,1.0,Jet Black,521.0,hyb,4.0,others,1.4,159200 km,6,19444
12783,Chevrolet,Lacetti,2010,WOOW Sedan,5.0,Charcoal,687.0,Gas,4.0,auto,1.6,60000 KM,4,12570
12832,Lexus,GX 470,2010,jeep,3.0,Charcoal,1811.0,Gas,8.0,gear,0,357246 km,0,16308
12862,Toyota,AQUA,2012,HATCHBACK,3.0,Charcoal,503.0,Gas,4.0,others,1.5,79092 KM,4,16900
12873,Honda,FIT,2013,HATCHBACK,5.0,Metallic,447.0,Gas,4.0,auto,1.3,52320 km,4,17264
12889,Lexus,IS 350,2014,sedan,6.0,Jet Black,-8947.0,Gas,6.0,auto,3.5,TOTAL 89315 km,12,549
12922,BMW,X5,2011,jeep,0.0,Charcoal,-8982.0,Gas,6.0,others,3,170043 km,12,11133
12946,Toyota,I have the fastest model ever.. yes you got it right it's Prius C,2012,HATCHBACK,-1.0,Pearl White,10503.0,Electric Hybrid,14.0,R,1.5,208000,6,13485
12968,Toyota,I have the fastest model ever.. yes you got it right it's CHR,2018,JEEP,2.0,Metallic,-8921.0,Gas,4.0,others,2,46733  kilometer,12,549
12989,Toyota,PRIUS,3010,JEEP,0.0,Pearl White,-9239.0,Electric Hybrid,4.0,others,1.8,408997 KM,12,470
13004,Ssangyong,ACTYON,2017,jeep,0.0,Pearl White,10831.0,Dies,0.0,R,1.6,65249 km,4,31421
13051,Audi,I own A6.,2016,sedan,3.0,Charcoal,-9109.0,Gas,4.0,AUTO,2,97826 KM,0,549
13066,Toyota,HIGHLANDER,2010,jeep,3.0,Charcoal,1399.0,Gas,6.0,others,3.5,156645,12,862
13095,Hyundai,I own Elantra.,2014,SEDAN,4.0,Sapphire Blue,10584.0,Gas,4.0,auto,1.8,133502 KM,0,17249
13112,Hyundai,I have the fastest model ever.. yes you got it right it's H1,2016,MINIVAN,3.0,Metallic,-8909.0,Dies,4.0,auto,2.5,90132  kilo,4,36899
13121,Volkswagen,I own Jetta.,2013,sedan,3.0,Pearl White,779.0,Gas,5.0,gear,2.5,105800 KM,8,17562
13169,Hyundai,my model which is Santa FE is the best,2014,JEEP,3.0,Pearl White,694.0,Dies,4.0,auto,2.2,188679 km,4,41917
13178,Ssangyong,I own Korando.,2013,WOOW Jeep,2.0,Tangerine,640.0,Dies,4.0,gear,2,115701 KM,4,24029
13282,Subaru,Forester,2012,JEEP,4.0,Jet Black,781.0,Gas,4.0,auto,2.5,TOTAL 204579 km,0,314
13330,Mercedes-Benz,E 350,2011,SEDAN,4.0,Metallic,1172.0,Dies,0.0,auto,3.5,119379,12,16621
13331,Toyota,Tacoma,2013,SEDAN,2.0,Metallic,1194.0,Gas,6.0,auto,4,57554 km,12,19130
13332,Ssangyong,REXTON,2011,JEEP,3.0,Jet Black,924.0,Dies,14.0,auto,2.7,TOTAL 332077 km,4,11760
13389,Honda,I have the fastest model ever.. yes you got it right it's FIT,2015,Hatchback,1.0,Pearl White,308.0,Electric Hybrid,4.0,others,1.5,98937 km,4,12548
13414,Hyundai,Elantra,2015,sedan,3.0,Jet Black,697.0,Gas,0.0,AUTO,1.8,57000,10,19757
13475,Nissan,ALTIMA,2018,SEDAN,1.0,Charcoal,11327.0,Gas,4.0,auto,2.5,147947 km,12,5175
13481,Lexus,my model which is RX 400 is the best,2008,JEEP,1.0,Jet Black,1850.0,Electric Hybrid,0.0,R,3.5,364523  kilo,12,941
13486,Hyundai,Sonata,2015,SEDAN,3.0,Tangerine,-9235.0,other,4.0,others,2,536315 km,4,9722
13510,Toyota,Prius,2015,Hatchback3,0.0,Pearl White,-9647.0,Electric Hybrid,4.0,R,1.8,TOTAL 67074 km,12,8781
13571,Hyundai,SANTA FE,2016,JEEP,2.0,Jet Black,-9109.0,Dies,4.0,others,0,45156  kilometer,4,37580
13617,Toyota,Tacoma,2019,sedan,1.0,Metallic,1820.0,Gas,6.0,auto,0,17542  kilo,12,31047
13636,Toyota,my model which is Aqua is the best,1912,Hatchback2,2.0,Lemon Yellow,503.0,Gas,14.0,auto,0,91000 KM,4,19823
13659,Chevrolet,I have the fastest model ever.. yes you got it right it's Malibu,2114,sedan,4.0,Jet Black,627.0,Dies,4.0,auto,2,TOTAL 31115 km,4,14113
13661,Hyundai,I own Sonata.,2015,SEDAN,2.0,Metallic,765.0,other,4.0,auto,0,48000,4,9879
13662,Hyundai,SONATA,2016,SEDAN,2.0,Metallic,10891.0,other,4.0,gear,2,219432 km,4,15681
13746,Toyota,I own Camry.,3012,WOOW Sedan,-1.0,Charcoal,781.0,Electric Hybrid,14.0,auto,2.5,314373 km,12,392
13775,Toyota,SIENNA,2013,MINIVAN,2.0,Charcoal,1055.0,Gas,6.0,auto,3.5,144000 km,12,36065
13783,Chevrolet,my model which is Malibu is the best,2012,SEDAN,1.0,Jet Black,-9358.0,Gas,4.0,AUTO,2,156743 km,4,20266
13827,Hyundai,Sonata,2015,SEDAN,4.0,Charcoal,10765.0,Gas,4.0,others,2,90621  kilo,4,37984
13856,Toyota,I have the fastest model ever.. yes you got it right it's Camry,1913,sedan,0.0,Metallic,779.0,Gas,4.0,auto,2.5,0 km,12,1646
13869,Chevrolet,Orlando,2017,JEEP,3.0,Charcoal,1017.0,other,0.0,auto,2,204067 km,4,21395
13875,Hyundai,Sonata,1910,sedan,1.0,Pearl White,836.0,Gas,4.0,R,2,161240  kilometer,4,13877
13879,Chevrolet,CRUZE,2009,sedan,2.0,Jet Black,965.0,Dies,4.0,auto,2,74830 km,4,6752
13902,Mazda,I have the fastest model ever.. yes you got it right it's 616,2018,jeep,2.0,Charcoal,1327.0,Gas,4.0,others,2.5,21328  kilometer,12,6586
13922,Opel,ASTRA,2008,HATCHBACK,2.0,Metallic,10792.0,Gas,14.0,others,1.4,157000 km,6,12950
13950,nissan,Juke,3015,JEEP,2.0,Pearl White,629.0,Gas,4.0,auto,1.6,88475  kilo,0,3763
14001,Toyota,Aqua,2113,Hatchback0,0.0,Crimson,11267.0,Electric Hybrid,4.0,AUTO,1.5,142000 km,10,10349
14038,Toyota,I own Prius.,2012,hatchback,3.0,Pearl White,586.0,Electric Hybrid,4.0,auto,1.8,418667,12,314
14066,Hyundai,Elantra,2010,Sedan4,3.0,Metallic,687.0,Gas,4.0,gear,1.6,115783,4,13658
14081,Buick,Encore,2017,jeep,1.0,Jet Black,738.0,Gas,4.0,auto,1.4 Turbo,26954 KM,8,23521
14126,Toyota,CAMRY,2014,Sedan,1.0,Emerald Green,394.0,Electric Hybrid,4.0,auto,2.5,TOTAL 128739 km,12,2274
14138,Toyota,my model which is RAV 4 is the best,2015,jeep,1.0,Pearl White,934.0,Gas,4.0,others,2.5,71104  kilometer,6,46728
14170,Volkswagen,Tiguan,2013,Jeep1,2.0,Metallic,640.0,Gas,4.0,auto,2.0 Turbo,95000 km,12,17249
14186,Toyota,my model which is Sienta is the best,2015,MINIVAN,0.0,Pearl White,1552.0,Electric Hybrid,4.0,auto,1.5,0  kilo,2,18000
14225,Toyota,I own Aqua.,2014,hatchback,3.0,Pearl White,501.0,Gas,4.0,others,1.5,133000 km,4,11450
14249,Toyota,I own Highlander.,2008,jeep,2.0,Charcoal,1750.0,Electric Hybrid,6.0,AUTO,3.3,277405 km,12,627
14264,Toyota,my model which is Camry is the best,2014,sedan,3.0,Jet Black,-9606.0,Electric Hybrid,4.0,AUTO,2.5,179381  kilo,12,11133
14404,Mercedes-Benz,I own GLA 250.,2015,Jeep,3.0,Pearl White,765.0,Gas,4.0,auto,2,93304  kilo,0,5018
14432,Ford,FUSION,2014,sedan,4.0,Jet Black,-9667.0,Electric Hybrid,4.0,auto,2,27700,12,14113
14434,Chevrolet,I own Lacetti.,2009,sedan,7.0,Charcoal,790.0,Gas,4.0,R,1.6,111770  kilometer,4,13150
14450,Ford,TAURUS,2018,jeep,0.0,Pearl White,1823.0,Gas,6.0,AUTO,3.5,12824,12,5331
14477,Toyota,Prius C,2017,Hatchback,4.0,Sapphire Blue,10382.0,Electric Hybrid,4.0,auto,1.5,26724  kilometer,1012,14426
14538,Toyota,Camry,2014,SEDAN,4.0,Jet Black,394.0,Electric Hybrid,4.0,auto,2.5,102397 KM,12,784
14541,Honda,FIT,2011,hatchback,2.0,Emerald Green,11236.0,Electric Hybrid,4.0,others,1.3,123000,105,9095
14563,Hyundai,I own Sonata.,2115,Sedan,0.0,Tangerine,765.0,other,4.0,others,2,455579 km,4,9252
14577,BMW,my model which is X5 is the best,2011,JEEP,7.0,Jet Black,1018.0,Dies,6.0,gear,0,332243 km,0,10349
14601,Hyundai,I have the fastest model ever.. yes you got it right it's Sonata,2012,Sedan2,5.0,Crimson,753.0,Electric Hybrid,4.0,others,2.4,259934  kilo,0,4077
14605,Ssangyong,ACTYON,2016,jeep,4.0,Pearl White,730.0,Gas,4.0,auto,1.6,28699 km,104,44166
14697,Toyota,HIGHLANDER,2010,jeep,1.0,Sapphire Blue,11324.0,Electric Hybrid,6.0,others,3.3,300366 KM,12,14269
14702,Hyundai,Santa FE,2020,Sedan0,0.0,Pearl White,1273.0,Gas,4.0,auto,2.4,TOTAL 15149 km,12,16308
14728,Ford,I have the fastest model ever.. yes you got it right it's Fusion,1914,sedan,0.0,Pearl White,333.0,Electric Hybrid,4.0,auto,2,124493 km,0.,4861
14734,Kia,OPTIMA,2016,SEDAN,4.0,Ruby Red,1051.0,Gas,4.0,others,2.4,74500  kilo,1012,22580
14751,Hyundai,SANTA FE,2012,Jeep,5.0,Pearl White,642.0,Dies,4.0,auto,0,138013 KM,4,32340
14779,Hyundai,I own Elantra.,2016,sedan,-1.0,Charcoal,730.0,other,4.0,others,1.6,138241 km,96,21395
14783,Toyota,Prius,2014,HATCHBACK,0.0,Charcoal,271.0,Electric Hybrid,4.0,auto,1.5,89986  kilometer,100,18817
14837,Chevrolet,my model which is Equinox is the best,2013,jeep,3.0,Jet Black,-9249.0,Gas,14.0,others,2.4,160242,12,627
14853,Toyota,my model which is RAV 4 is the best,2010,JEEP,0.0,Jet Black,1024.0,Gas,0.0,others,2.5,136171 km,12,2822
14873,Hyundai,I own H1.,2014,minivan,1.0,Lemon Yellow,777.0,Dies,14.0,others,0,198916 km,4,25264
14889,Mazda,CX-7,2011,sedan,1.0,Jet Black,862.0,Gas,4.0,R,2.5,216550 km,12,549
14895,Toyota,AQUA,2012,HATCHBACK,1.0,Metallic,1268.0,Electric Hybrid,14.0,auto,1.5,180000 KM,4,10349
14939,Kia,OPTIMA HYBRID,2014,sedan,4.0,Charcoal,382.0,Electric Hybrid,14.0,auto,2.4,269513 km,8,15524
14991,Toyota,my model which is Prius is the best,2009,HATCHBACK,3.0,Metallic,-9122.0,Gas,4.0,auto,1.8,211200 km,0,17876
15001,Hyundai,my model which is Sonata is the best,2013,SEDAN,1.0,Ruby Red,751.0,Electric Hybrid,0.0,auto,2.4,115000 KM,108,17249
15003,Lexus,CT 200h,2011,WOOW Hatchback,1.0,Jet Black,645.0,Electric Hybrid,14.0,auto,1.8,228610 km,12,470
15021,Infiniti,G37,2011,sedan,4.0,Metallic,-8766.0,Gas,6.0,others,3.7,158128 KM,12,470
15108,Ssangyong,REXTON,2009,JEEP,5.0,Metallic,-8727.0,Dies,4.0,R,2.7,77016 KM,4,9063
15133,Hyundai,I own Elantra.,2011,Sedan2,4.0,Jet Black,645.0,Gas,4.0,auto,0,148552  kilo,112,13485
15163,Hyundai,Sonata,2014,SEDAN,1.0,Sapphire Blue,749.0,Gas,4.0,auto,2.4,0  kilo,12,1803
15210,Ford,I own Fusion.,2013,sedan,0.0,Metallic,530.0,Gas,4.0,auto,1.6 Turbo,201000 KM,12,9722
15269,Toyota,my model which is Camry is the best,2014,SEDAN,3.0,Pearl White,777.0,Gas,4.0,auto,2.5,219150 km,12,12858
15293,Honda,I have the fastest model ever.. yes you got it right it's FIT,2017,UNIVERSAL,2.0,Sapphire Blue,382.0,Electric Hybrid,4.0,AUTO,1.5,22099  kilo,4,41259
15314,Toyota,TACOMA,2113,jeep,3.0,Pearl White,834.0,Gas,4.0,auto,0,158870  kilo,12,314
15338,Toyota,PRIUS C,2113,WOOW Hatchback,4.0,Sapphire Blue,502.0,Electric Hybrid,4.0,auto,1.5,142000 km,8,12544
15341,Mercedes-Benz,CLS 550,2012,Sedan,4.0,Jet Black,1391.0,Gas,8.0,auto,4.7 Turbo,152000 km,12,15681
15343,Ssangyong,REXTON,2011,JEEP,5.0,Jet Black,707.0,Dies,4.0,gear,2,183590 KM,4,21739
15357,Chevrolet,I own Volt.,2013,hatchback,3.0,Jet Black,474.0,Electric Hybrid,4.0,auto,1.4,126400 km,6,23521
15370,Hyundai,I own Sonata.,2012,sedan,4.0,Jet Black,753.0,Gas,4.0,auto,2.4,147200 km,8,15681
15399,Hyundai,my model which is Elantra is the best,2020,sedan,3.0,Jet Black,1076.0,Gas,14.0,others,2,261,12,3293
15433,Toyota,I own Corolla.,2015,SEDAN,6.0,Pearl White,697.0,Gas,4.0,auto,1.8,152630  kilo,12,4861
15465,Ssangyong,KORANDO,2011,jeep,4.0,Jet Black,707.0,Dies,4.0,auto,2,120005 KM,4,22621
15466,Chevrolet,I own Captiva.,2016,jeep,2.0,Jet Black,10891.0,Dies,4.0,auto,2,48774,4,49174
15482,Mercedes-Benz,I have the fastest model ever.. yes you got it right it's E 350,2010,SEDAN,0.0,Jet Black,1399.0,Dies,6.0,others,3.5,189530  kilo,12,12388
15516,Honda,FIT,2013,WOOW Hatchback,1.0,Tangerine,502.0,Gas,14.0,auto,1.5,55948  kilometer,4,26858
15542,Hyundai,I have the fastest model ever.. yes you got it right it's Elantra,2017,Sedan,4.0,Charcoal,831.0,Gas,4.0,gear,0,16687  kilo,104,21639
15551,Hyundai,SONATA,2013,SEDAN,6.0,Metallic,751.0,Electric Hybrid,0.0,AUTO,2.4,126690 km,0,2744
15639,Toyota,I own Highlander.,2008,JEEP,4.0,Metallic,1750.0,Electric Hybrid,6.0,auto,3.3,TOTAL 269162 km,12,1646
15647,Lexus,CT 200h,2015,HATCHBACK,0.0,Charcoal,10353.0,Electric Hybrid,4.0,auto,1.8,115347 km,0,392
15673,Hyundai,my model which is Elantra is the best,2012,SEDAN,3.0,Jet Black,10586.0,Gas,4.0,auto,1.8,240560 km,12,1019
15696,Lexus,I have the fastest model ever.. yes you got it right it's GX 460,2015,WOOW Jeep,0.0,Jet Black,1646.0,Gas,8.0,auto,0,129931 km,0,784
15704,Ford,FUSION,2012,Sedan,1.0,Pearl White,531.0,Gas,0.0,auto,1.6 Turbo,82000  kilo,4,12231
15706,Hyundai,Elantra,2019,sedan,3.0,Charcoal,1077.0,Gas,0.0,auto,2,16013 km,12,1176
15711,Subaru,I own XV.,2013,sedan,0.0,Charcoal,640.0,Gas,4.0,R,2,TOTAL 333208 km,100,1803
15819,Daewoo,LACETTI,2009,sedan,0.0,Metallic,966.0,Gas,4.0,AUTO,2,74540 km,4,4679
15828,Hyundai,SANTA FE,2011,jeep,3.0,Pearl White,769.0,Dies,0.0,others,2.2,188787  kilo,4,26861
15874,Mercedes-Benz,GLA 250,2017,jeep,5.0,Jet Black,1017.0,Gas,4.0,auto,2,44995 km,0,42651
15879,Lexus,GX 460,2017,jeep,4.0,Pearl White,-7775.0,Gas,0.0,others,4.6,69918 KM,0,470
15952,Hyundai,SONATA,2012,Sedan0,2.0,Metallic,753.0,Gas,4.0,AUTO,2.4,181131 km,12,941
15995,Chevrolet,I own Cruze.,2013,Sedan1,2.0,Jet Black,474.0,Gas,0.0,gear,1.4,89000  kilometer,8,9000
15999,BMW,I have the fastest model ever.. yes you got it right it's X5,2013,jeep,3.0,Jet Black,917.0,Dies,16.0,auto,3,88829,12,9408
16002,Kia,Optima,2017,WOOW Sedan,4.0,Pearl White,870.0,Dies,4.0,gear,1.7,30098 km,4,39044
16003,BMW,I own 535.,1911,Sedan,2.0,Charcoal,1018.0,Gas,6.0,auto,3,249600  kilo,12,23521
16044,NISSAN,Juke,2015,jeep,2.0,Metallic,10629.0,Gas,4.0,gear,1.6 Turbo,74000  kilo,10,23207
16096,Mercedes-Benz,I own E 350.,2011,sedan,0.0,Jet Black,1172.0,Gas,6.0,others,3.5,129000  kilo,12,35124
16137,Honda,FIT PREMIUM PAKETI,2011,Hatchback3,1.0,Pearl White,1236.0,Electric Hybrid,4.0,R,1.3,93000 KM,4,8147
16147,Hyundai,Genesis,2010,COUPE,2.0,Jet Black,836.0,Gas,0.0,AUTO,0,170000 KM,4,13796
16180,Hyundai,ELANTRA,2015,SEDAN,5.0,Pearl White,-9371.0,Gas,4.0,others,1.6,75000 km,4,20526
16191,Daewoo,LACETTI,2009,SEDAN,1.0,Metallic,790.0,Gas,4.0,auto,1.6,TOTAL 45258 km,4,5811
16228,nissan,I own Murano.,2017,Sedan,6.0,Sapphire Blue,1714.0,Gas,6.0,auto,3.5,39704  kilo,12,8154
16237,Chevrolet,I own Lacetti.,2009,sedan,7.0,Charcoal,966.0,Dies,4.0,auto,2,186836 KM,4,10092
16318,Mercedes-Benz,C 300,2115,SEDAN,1.0,Pearl White,765.0,Gas,4.0,auto,2,TOTAL 133048 km,12,4077
16352,Ssangyong,I have the fastest model ever.. yes you got it right it's Actyon,2011,jeep,0.0,Crimson,707.0,Dies,4.0,auto,2,129302 km,4,20297
16362,Mercedes-Benz,ML 350,2012,jeep,2.0,Pearl White,-8942.0,Gas,6.0,others,3.5,224118 KM,12,94
16388,Toyota,my model which is Prius is the best,2012,sedan,6.0,Jet Black,586.0,Electric Hybrid,4.0,auto,1.8,430278  kilometer,12,2195
16404,Mercedes-Benz,E 350,2014,sedan,3.0,Jet Black,1053.0,Dies,6.0,auto,0,219030,12,29793
16452,Hyundai,I have the fastest model ever.. yes you got it right it's Sonata,3013,Sedan,2.0,Metallic,-9360.0,other,4.0,others,2,48595 KM,4,9408
16492,Toyota,I have the fastest model ever.. yes you got it right it's Highlander,2011,JEEP,-2.0,Charcoal,-8828.0,Gas,6.0,AUTO,3.5,368064 km,12,22580
16542,Mercedes-Benz,my model which is C 250 is the best,2014,Sedan1,7.0,Charcoal,584.0,Gas,4.0,AUTO,1.8,64270,0,23521
16564,Hyundai,H1,2013,Universal,2.0,Metallic,779.0,Dies,4.0,auto,2.5,197441  kilo,4,23129
16580,Hyundai,I30,2009,hatchback,5.0,Crimson,790.0,Gas,4.0,auto,1.6,56577  kilo,4,9565
16619,Honda,FIT,2014,hatchback,4.0,Metallic,-8734.0,Electric Hybrid,4.0,R,1.5,70000 km,2,12231
16630,Toyota,HIGHLANDER,2009,sedan,1.0,Jet Black,1624.0,Electric Hybrid,6.0,others,3.5,297378 KM,12,627
16649,Hyundai,Tucson,2010,jeep,3.0,Charcoal,-9164.0,Dies,4.0,auto,2,TOTAL 118514 km,4,25512
16667,Hyundai,I own Elantra.,2012,SEDAN,3.0,Pearl White,531.0,Gas,4.0,others,1.6,107179,4,20005
16672,Ssangyong,I own REXTON.,2011,Jeep,4.0,Jet Black,707.0,Dies,4.0,gear,0,256175 km,4,20266
16676,Toyota,PRIUS,2007,WOOW Hatchback,3.0,Emerald Green,988.0,Electric Hybrid,0.0,auto,1.5,0,8,10349
16715,Chevrolet,I have the fastest model ever.. yes you got it right it's Volt,3014,sedan,5.0,Pearl White,259.0,hyb,4.0,auto,1.4,TOTAL 121000 km,90,27284
16869,Hyundai,Sonata,2015,Sedan4,3.0,Metallic,-9235.0,other,4.0,auto,2,272769 KM,4,15053
16875,Hyundai,LANTRA,2111,sedan,6.0,Jet Black,645.0,Gas,4.0,auto,0,95000  kilo,8,17249
16959,Hyundai,my model which is Sonata is the best,2011,sedan,1.0,Pearl White,831.0,Gas,4.0,auto,2.4,185600  kilometer,12,11604
16966,Volkswagen,Passat,2017,sedan,5.0,Sapphire Blue,10924.0,Gas,4.0,auto,1.8,67120,12,10349
16988,Lexus,I own CT 200h.,1912,hatchback,4.0,Chocolate,586.0,Electric Hybrid,4.0,auto,1.8,89000  kilo,90,22894
17013,Chevrolet,my model which is Volt is the best,2014,HATCHBACK,1.0,Jet Black,259.0,Electric Hybrid,0.0,auto,1.4,138491,0,3763
17031,Hyundai,H1,2008,minivan,0.0,Sapphire Blue,1347.0,Dies,0.0,auto,2.5,71545 km,4,15681
17050,Toyota,my model which is CHR is the best,2018,WOOW Jeep,4.0,Charcoal,1079.0,Gas,14.0,auto,2,22816 km,12,392
17055,Toyota,my model which is Highlander is the best,2008,jeep,3.0,Jet Black,1750.0,Electric Hybrid,6.0,auto,3.3,182024 km,12,470
17085,Hyundai,Sonata,2015,SEDAN,2.0,Metallic,765.0,other,4.0,auto,2,274844 km,4,10663
17122,Hyundai,my model which is Elantra is the best,2013,Sedan2,3.0,Metallic,-9415.0,Gas,4.0,auto,1.8,139867 KM,0,17249
17141,Lexus,RX 450,2010,Jeep1,5.0,Charcoal,11399.0,Electric Hybrid,16.0,auto,3.5,317470  kilo,12,220
17142,Fiat,500 SPORT,2012,hatchback,2.0,Crimson,475.0,Gas,14.0,AUTO,1.4,92800  kilometer,107,11917
17186,Audi,I own Q7.,2011,sedan,-1.0,Metallic,11018.0,Dies,6.0,R,3,232554,0,2352
17193,Mazda,I have the fastest model ever.. yes you got it right it's 1000,2015,sedan,3.0,Crimson,-9066.0,Gas,4.0,gear,2.5,113102,12,627
17347,Hyundai,Grandeur,2011,Sedan,2.0,Metallic,1018.0,other,4.0,R,3,42561 km,4,9722
17349,Toyota,PRIUS,2013,sedan,2.0,Pearl White,10585.0,Electric Hybrid,4.0,AUTO,0,114526  kilometer,12,392
17352,Toyota,HIGHLANDER,2011,JEEP,4.0,Jet Black,1172.0,Electric Hybrid,6.0,R,3.5,342622 km,12,1568
17502,Honda,I own Civic.,2016,coupe,5.0,Sapphire Blue,891.0,Gas,4.0,auto,2,53938  kilo,4,45204
17521,Honda,I have the fastest model ever.. yes you got it right it's Civic,2015,WOOW Sedan,3.0,Sapphire Blue,10308.0,Electric Hybrid,4.0,AUTO,1.5,49272 km,0,4861
17530,Toyota,I have the fastest model ever.. yes you got it right it's Camry se,2114,sedan,4.0,Pearl White,777.0,Gas,4.0,auto,2.5,108000  kilo,10,22580
17586,Mercedes-Benz,E 350,2011,WOOW Sedan,3.0,Sapphire Blue,1172.0,Dies,6.0,R,3.5,64496 KM,12,13642
17610,Hyundai,I have the fastest model ever.. yes you got it right it's Elantra se,2014,sedan,3.0,Pearl White,584.0,Gas,0.0,auto,1.8,60400 KM,6,16621
17611,Mercedes-Benz,I own E 350.,2009,SEDAN,3.0,Jet Black,1624.0,Dies,6.0,auto,3.5,266061,12,1411
17632,Volkswagen,TOUAREG,2012,jeep,2.0,Pearl White,919.0,Dies,6.0,others,3,242955,12,188
17638,Hyundai,SONATA,2015,SEDAN,2.0,Metallic,765.0,other,4.0,others,2,51274  kilo,4,15367
17658,Lexus,GX 470,2008,JEEP,0.0,Jet Black,2455.0,Gas,8.0,others,4.7,218126  kilo,0,282
17782,Mercedes-Benz,I own CLA 250.,2014,sedan,2.0,Charcoal,639.0,Gas,4.0,auto,2,0,12,549
17793,Ssangyong,I have the fastest model ever.. yes you got it right it's Korando,2011,Jeep0,3.0,Metallic,10707.0,Dies,4.0,auto,2,128171 KM,4,20266
17827,Toyota,my model which is Highlander is the best,2008,Jeep1,5.0,Metallic,1750.0,Electric Hybrid,0.0,R,3.3,260053  kilometer,12,549
17830,Chevrolet,I have the fastest model ever.. yes you got it right it's Malibu,2015,Sedan3,1.0,Jet Black,-9236.0,Gas,4.0,R,0,33034,4,14113
17845,Chevrolet,I own Orlando.,2015,WOOW Jeep,2.0,Sapphire Blue,-9235.0,Dies,4.0,AUTO,2,61000 km,4,34127
17885,Toyota,PRIUS,2013,sedan,5.0,Pearl White,585.0,Electric Hybrid,4.0,auto,1.8,361445 km,12,6586
17937,Hyundai,my model which is Sonata is the best,2011,sedan,3.0,Charcoal,831.0,Electric Hybrid,14.0,others,0,224349 KM,0,3450
17963,Honda,I have the fastest model ever.. yes you got it right it's FIT,2012,jeep,1.0,Pearl White,10503.0,Gas,4.0,AUTO,1.5,TOTAL 277856 km,0,706
17982,Toyota,RAV 4,2015,WOOW Jeep,3.0,Charcoal,934.0,Gas,4.0,auto,0,149019  kilometer,0,28225
17985,Kia,OPTIMA,2015,SEDAN,0.0,Jet Black,900.0,Gas,14.0,R,2.4,135410  kilo,12,2587
18013,Hyundai,SONATA,2011,Sedan,0.0,Crimson,831.0,Gas,4.0,auto,2.4,161600  kilo,8,15681
